Text	ID	Source
"Fisherman’s Catch Pasta. If you want to add more <b>pescatarian</b> recipes to your repertoire, Fisherman’s Catch Pasta might be a recipe you should try. For <b>$7.36 per serving</b>, this recipe <b>covers 33%</b> of your daily requirements of vitamins and minerals. One portion of this dish contains around <b>42g of protein</b>, <b>24g of fat</b>, and a total of <b>545 calories</b>. This recipe serves 4. Head to the store and pick up parmiggiano reggiano cheese, parsley, butter, and a few other things to make it today. 1 person has made this recipe and would make it again. It is brought to you by Foodista. It works well as a main course. From preparation to the plate, this recipe takes about <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 67%</b>. This score is solid. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/flying-sea-urchin-pasta-with-fish-roe-and-chives-from-the-catch-202536"">Flying Sean Urchin Pasta with Fish Roe and Chives from 'The Catch</a>, <a href=""https://spoonacular.com/recipes/catch-some-zs-399729"">Catch Some Z's</a>, and <a href=""https://spoonacular.com/recipes/catch-22-cocktail-187182"">Catch-22 Cocktail</a>."	82	Spoonacular
"Chicken and Penne Pasta With Garlic Rosemary Sauce. Chicken and Penne Pasta With Garlic Rosemary Sauce might be a good recipe to expand your main course repertoire. Watching your figure? This dairy free recipe has <b>884 calories</b>, <b>88g of protein</b>, and <b>18g of fat</b> per serving. This recipe serves 4. For <b>$3.84 per serving</b>, this recipe <b>covers 42%</b> of your daily requirements of vitamins and minerals. 1 person has tried and liked this recipe. This recipe from Foodista requires bouillon cube, peas, olive oil, and kosher salt. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. Taking all factors into account, this recipe <b>earns a spoonacular score of 83%</b>, which is tremendous. Try <a href=""https://spoonacular.com/recipes/chicken-penne-and-vegetables-in-a-garlic-cream-sauce-590571"">Chicken, Penne and Vegetables in a Garlic Cream Sauce</a>, <a href=""https://spoonacular.com/recipes/chicken-penne-and-vegetables-in-a-garlic-cream-sauce-1361847"">Chicken, Penne and Vegetables in a Garlic Cream Sauce</a>, and <a href=""https://spoonacular.com/recipes/chicken-pasta-with-anchovy-rosemary-sauce-1375729"">Chicken Pasta With Anchovy Rosemary Sauce</a> for similar recipes."	83	Spoonacular
"Fresh Pesto Shrimp Pasta. Fresh Pesto Shrimp Pasta could be just the <b>pescatarian</b> recipe you've been looking for. This recipe serves 2 and costs $3.26 per serving. One serving contains <b>473 calories</b>, <b>21g of protein</b>, and <b>32g of fat</b>. Not a lot of people really liked this main course. Head to the store and pick up spaghetti, shrimp, parsley, and a few other things to make it today. 1 person were glad they tried this recipe. It is brought to you by Foodista. From preparation to the plate, this recipe takes about <b>45 minutes</b>. Overall, this recipe earns a <b>good spoonacular score of 49%</b>. Similar recipes are <a href=""https://spoonacular.com/recipes/fresh-pesto-shrimp-pasta-323437"">Fresh Pesto Shrimp Pasta</a>, <a href=""https://spoonacular.com/recipes/fresh-pesto-pasta-salad-280416"">Fresh Pesto Pasta Salad</a>, and <a href=""https://spoonacular.com/recipes/pasta-with-pesto-fresh-herbs-220624"">Pasta with pesto & fresh herbs</a>."	84	Spoonacular
"Shrimp With Scallop Pasta. Shrimp With Scallop Pasta requires approximately <b>45 minutes</b> from start to finish. This hor d'oeuvre has <b>53 calories</b>, <b>2g of protein</b>, and <b>3g of fat</b> per serving. For <b>44 cents per serving</b>, this recipe <b>covers 5%</b> of your daily requirements of vitamins and minerals. This recipe serves 6. This recipe is liked by 1 foodies and cooks. It is brought to you by Foodista. If you have basil leaves, salt and pepper, canned tomatoes, and a few other ingredients on hand, you can make it. It is a good option if you're following a <b>dairy free and pescatarian</b> diet. With a spoonacular <b>score of 51%</b>, this dish is solid. Try <a href=""https://spoonacular.com/recipes/creamy-shrimp-and-scallop-pasta-568125"">Creamy Shrimp and Scallop Pasta</a>, <a href=""https://spoonacular.com/recipes/scallop-and-shrimp-cocktail-360123"">Scallop and Shrimp Cocktail</a>, and <a href=""https://spoonacular.com/recipes/shrimp-and-scallop-fraiche-376018"">Shrimp and Scallop Fraiche</a> for similar recipes."	85	Spoonacular
"Roasted Carrot Cream Pasta. You can never have too many main course recipes, so give Roasted Carrot Cream Pastan a try. This recipe makes 8 servings with <b>477 calories</b>, <b>13g of protein</b>, and <b>25g of fat</b> each. For <b>82 cents per serving</b>, this recipe <b>covers 16%</b> of your daily requirements of vitamins and minerals. 1 person were glad they tried this recipe. It is brought to you by Foodista. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. If you have pasta, garlic, thyme, and a few other ingredients on hand, you can make it. With a spoonacular <b>score of 64%</b>, this dish is solid. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/roasted-carrot-pasta-with-beets-spring-in-a-bowl-539739"">Roasted Carrot Pasta with Beets: Spring in a Bowl</a>, <a href=""https://spoonacular.com/recipes/roasted-carrot-ginger-ice-cream-610901"">Roasted Carrot Ginger Ice Cream</a>, and <a href=""https://spoonacular.com/recipes/pasta-with-slow-roasted-cherry-tomatoes-and-cream-562771"">Pasta with Slow-Roasted Cherry Tomatoes and Cream</a>."	86	Spoonacular
"Fire-Breathing Dragon Pasta. Fire-Breathing Dragon Pastan is a main course that serves 6. One serving contains <b>901 calories</b>, <b>48g of protein</b>, and <b>47g of fat</b>. For <b>$3.58 per serving</b>, this recipe <b>covers 32%</b> of your daily requirements of vitamins and minerals. From preparation to the plate, this recipe takes about <b>45 minutes</b>. Not a lot of people made this recipe, and 3 would say it hit the spot. This recipe from Foodista requires shrimp, pasta like spaghetti, heavy cream, and pepper flakes. All things considered, we decided this recipe <b>deserves a spoonacular score of 64%</b>. This score is good. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/fire-roasted-tomato-pasta-553156"">Fire roasted tomato pasta</a>, <a href=""https://spoonacular.com/recipes/fire-roasted-tomato-pasta-1195917"">Fire roasted tomato pasta</a>, and <a href=""https://spoonacular.com/recipes/fire-roasted-tomato-and-basil-pasta-1379779"">Fire Roasted Tomato and Basil Pasta</a>."	87	Spoonacular
"Chicken Parmesan With Pasta. The recipe Chicken Parmesan With Pasta could satisfy your Mediterranean craving in approximately <b>45 minutes</b>. For <b>$2.43 per serving</b>, you get a main course that serves 4. One portion of this dish contains approximately <b>43g of protein</b>, <b>17g of fat</b>, and a total of <b>557 calories</b>. 4 people have made this recipe and would make it again. If you have salt and pepper, breadcrumbs, garlic powder, and a few other ingredients on hand, you can make it. It is brought to you by Foodista. Taking all factors into account, this recipe <b>earns a spoonacular score of 74%</b>, which is solid. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/chicken-parmesan-pasta-1323335"">Chicken Parmesan Pasta</a>, <a href=""https://spoonacular.com/recipes/chicken-parmesan-with-pasta-1375305"">Chicken Parmesan With Pasta</a>, and <a href=""https://spoonacular.com/recipes/chicken-parmesan-pasta-513008"">Chicken Parmesan Pasta</a>."	88	Spoonacular
"Simple Parmesan Chili Pasta. Simple Parmesan Chili Pastan is an American main course. This recipe makes 4 servings with <b>721 calories</b>, <b>25g of protein</b>, and <b>30g of fat</b> each. For <b>$1.2 per serving</b>, this recipe <b>covers 20%</b> of your daily requirements of vitamins and minerals. 1 person has tried and liked this recipe. This recipe from Foodista requires penne pasta, parmesan, extra virgin olive oil, and salt. It will be a hit at your <b>The Super Bowl</b> event. From preparation to the plate, this recipe takes roughly <b>15 minutes</b>. Taking all factors into account, this recipe <b>earns a spoonacular score of 75%</b>, which is good. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/nifs-simple-parmesan-pappardelle-pasta-1245775"">Nif's Simple Parmesan Pappardelle Pasta</a>, <a href=""https://spoonacular.com/recipes/nifs-simple-parmesan-pappardelle-pasta-139512"">Nif's Simple Parmesan Pappardelle Pasta</a>, and <a href=""https://spoonacular.com/recipes/simple-lemon-pasta-with-parmesan-and-pea-shoots-774994"">Simple Lemon Pasta with Parmesan and Pea Shoots</a>."	89	Spoonacular
"Quick and Easy Scallop Pasta. If you have roughly <b>45 minutes</b> to spend in the kitchen, Quick and Easy Scallop Pasta might be a spectacular <b>pescatarian</b> recipe to try. This recipe serves 2 and costs $3.35 per serving. One portion of this dish contains around <b>25g of protein</b>, <b>43g of fat</b>, and a total of <b>755 calories</b>. It works well as a pretty expensive main course. Not a lot of people made this recipe, and 2 would say it hit the spot. It is brought to you by Foodista. If you have butter, parmesan cheese, round chives, and a few other ingredients on hand, you can make it. With a spoonacular <b>score of 42%</b>, this dish is good. <a href=""https://spoonacular.com/recipes/easy-scallop-pasta-669793"">Easy Scallop Pasta</a>, <a href=""https://spoonacular.com/recipes/quick-n-easy-pasta-281983"">Quick 'n Easy Pasta</a>, and <a href=""https://spoonacular.com/recipes/quick-and-easy-pasta-toss-109051"">Quick and Easy Pasta Toss</a> are very similar to this recipe."	90	Spoonacular
"Roasted Beets and Leeks Pasta Salad. The recipe Roasted Beets and Leeks Pasta Salad can be made <b>in about 45 minutes</b>. For <b>80 cents per serving</b>, this recipe <b>covers 12%</b> of your daily requirements of vitamins and minerals. This hor d'oeuvre has <b>326 calories</b>, <b>6g of protein</b>, and <b>17g of fat</b> per serving. This recipe serves 4. It is brought to you by Foodista. A mixture of kosher salt, parsley, garlic, and a handful of other ingredients are all it takes to make this recipe so tasty. Only a few people made this recipe, and 1 would say it hit the spot. With a spoonacular <b>score of 41%</b>, this dish is good. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/roasted-beets-leeks-and-eggplant-534774"">Roasted Beets, Leeks and Eggplant</a>, <a href=""https://spoonacular.com/recipes/arugula-pesto-pasta-with-roasted-golden-beets-605696"">Arugula Pesto Pasta with Roasted Golden Beets</a>, and <a href=""https://spoonacular.com/recipes/roasted-carrot-pasta-with-beets-spring-in-a-bowl-539739"">Roasted Carrot Pasta with Beets: Spring in a Bowl</a>."	91	Spoonacular
"GF Vegan Creamy Broccoli Pasta. GF Vegan Creamy Broccoli Pasta might be just the main course you are searching for. This recipe serves 4 and costs $2.01 per serving. One portion of this dish contains approximately <b>17g of protein</b>, <b>27g of fat</b>, and a total of <b>515 calories</b>. 1 person found this recipe to be tasty and satisfying. If you have water, water, sea salt, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes approximately <b>35 minutes</b>. It is brought to you by Foodista. It is a good option if you're following a <b>gluten free, dairy free, lacto ovo vegetarian, and vegan</b> diet. All things considered, we decided this recipe <b>deserves a spoonacular score of 78%</b>. This score is good. Similar recipes include <a href=""https://spoonacular.com/recipes/creamy-vegan-broccoli-and-tempeh-bacon-pasta-1723539"">Creamy Vegan Broccoli and Tempeh Bacon Pasta</a>, <a href=""https://spoonacular.com/recipes/vegan-pasta-creamy-pasta-pomodoro-1705473"">Vegan Pasta : Creamy Pasta Pomodoro</a>, and <a href=""https://spoonacular.com/recipes/vegan-creamy-broccoli-soup-95142"">Vegan Creamy Broccoli Soup</a>."	92	Spoonacular
"Sweet, Spicy Cherry Tomato Pasta. Sweet, Spicy Cherry Tomato Pastan is a main course that serves 4. One serving contains <b>404 calories</b>, <b>13g of protein</b>, and <b>31g of fat</b>. For <b>$3.26 per serving</b>, this recipe <b>covers 21%</b> of your daily requirements of vitamins and minerals. This recipe from Foodista requires 5 oz. x bacon, shallots, tsp of tomato purée, and flat parsley. It is a good option if you're following a <b>gluten free, dairy free, paleolithic, and primal</b> diet. 1 person were glad they tried this recipe. From preparation to the plate, this recipe takes about <b>45 minutes</b>. With a spoonacular <b>score of 44%</b>, this dish is pretty good. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/cherry-tomato-pasta-1655109"">Cherry Tomato Pasta</a>, <a href=""https://spoonacular.com/recipes/cherry-tomato-pasta-1770929"">Cherry Tomato Pasta</a>, and <a href=""https://spoonacular.com/recipes/cherry-tomato-pasta-1655119"">Cherry Tomato Pasta</a>."	93	Spoonacular
"Mushroom & Sundried Tomato Pasta. The recipe Mushroom & Sundried Tomato Pasta can be made <b>in around 45 minutes</b>. This hor d'oeuvre has <b>260 calories</b>, <b>12g of protein</b>, and <b>20g of fat</b> per serving. This recipe serves 4 and costs $1.44 per serving. A mixture of mushrooms, olive oil, anchovy fillets, and a handful of other ingredients are all it takes to make this recipe so tasty. 1 person has tried and liked this recipe. It is a good option if you're following a <b>gluten free, primal, and pescatarian</b> diet. It is brought to you by Foodista. Overall, this recipe earns a <b>solid spoonacular score of 53%</b>. Similar recipes include <a href=""https://spoonacular.com/recipes/mushroom-and-sundried-tomato-quesadillas-487903"">Mushroom and Sundried Tomato Quesadillas</a>, <a href=""https://spoonacular.com/recipes/sundried-tomato-and-mushroom-risotto-36104"">Sundried Tomato And Mushroom Risotto</a>, and <a href=""https://spoonacular.com/recipes/sundried-tomato-and-mushroom-omelet-78431"">Sundried Tomato And Mushroom Omelet</a>."	94	Spoonacular
"Easy Gluten Free Vegetarian Pasta Salad. Easy Gluten Free Vegetarian Pasta Salad is a main course that serves 4. For <b>95 cents per serving</b>, this recipe <b>covers 17%</b> of your daily requirements of vitamins and minerals. One serving contains <b>568 calories</b>, <b>16g of protein</b>, and <b>9g of fat</b>. 6 people were glad they tried this recipe. Head to the store and pick up orange juice, cilantro, pepper, and a few other things to make it today. It is brought to you by Foodista. From preparation to the plate, this recipe takes about <b>45 minutes</b>. With a spoonacular <b>score of 81%</b>, this dish is outstanding. Similar recipes include <a href=""https://spoonacular.com/recipes/healthier-mayo-free-waldorf-salad-vegetarian-gluten-free-557003"">Healthier Mayo Free Waldorf Salad: Vegetarian & Gluten Free</a>, <a href=""https://spoonacular.com/recipes/healthier-mayo-free-waldorf-salad-vegetarian-gluten-free-1191867"">Healthier Mayo Free Waldorf Salad: Vegetarian & Gluten Free</a>, and <a href=""https://spoonacular.com/recipes/gluten-free-malfatti-spinach-and-ricotta-dumplings-with-simple-tomato-sauce-gluten-free-vegetarian-573656"">Gluten-Free Malfatti (Spinach and Ricotta Dumplings) with Simple Tomato Sauce (Gluten Free, Vegetarian)</a>."	95	Spoonacular
"Lentil Soup with Veggies and Pasta. Lentil Soup with Veggies and Pasta requires about <b>45 minutes</b> from start to finish. For <b>76 cents per serving</b>, you get a main course that serves 8. One portion of this dish contains roughly <b>13g of protein</b>, <b>10g of fat</b>, and a total of <b>307 calories</b>. 1 person were glad they tried this recipe. This recipe from Foodista requires lentils, celery stalk, olive oil, and romano cheese. <b>Autumn</b> will be even more special with this recipe. All things considered, we decided this recipe <b>deserves a spoonacular score of 58%</b>. This score is solid. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/lentil-soup-with-veggies-and-pasta-34067"">Lentil Soup With Veggies And Pasta</a>, <a href=""https://spoonacular.com/recipes/lentil-soup-with-pasta-33947"">Lentil Soup With Pasta</a>, and <a href=""https://spoonacular.com/recipes/lentil-soup-recipe-with-pasta-1417965"">Lentil Soup Recipe with Pasta</a>."	96	Spoonacular
"Butternut Squash and Chorizo Pasta. You can never have too many hor d'oeuvre recipes, so give Butternut Squash and Chorizo Pastan a try. One portion of this dish contains roughly <b>10g of protein</b>, <b>10g of fat</b>, and a total of <b>329 calories</b>. This recipe serves 4 and costs $1.24 per serving. It is brought to you by Foodista. 2 people have tried and liked this recipe. Head to the store and pick up garlic, chili flakes, onion, and a few other things to make it today. From preparation to the plate, this recipe takes about <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 64%</b>. This score is pretty good. Similar recipes include <a href=""https://spoonacular.com/recipes/chorizo-butternut-squash-hash-509133"">Chorizo Butternut Squash Hash</a>, <a href=""https://spoonacular.com/recipes/butternut-squash-and-chorizo-tortilla-1207041"">Butternut Squash and Chorizo Tortilla</a>, and <a href=""https://spoonacular.com/recipes/butternut-squash-and-chorizo-tostadas-249137"">Butternut Squash and Chorizo Tostadas</a>."	97	Spoonacular
"Make Olive Garden’s Delicious Pasta Fagioli At Home. If you want to add more <b>Mediterranean</b> recipes to your recipe box, Make Olive Garden’s Delicious Pasta Fagioli At Home might be a recipe you should try. This recipe serves 20. One portion of this dish contains approximately <b>21g of protein</b>, <b>10g of fat</b>, and a total of <b>285 calories</b>. For <b>$1.58 per serving</b>, this recipe <b>covers 18%</b> of your daily requirements of vitamins and minerals. It works well as a main course. Not a lot of people made this recipe, and 2 would say it hit the spot. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. It is brought to you by Foodista. If you have kidney beans, garlic cloves, excellent northern beans, and a few other ingredients on hand, you can make it. All things considered, we decided this recipe <b>deserves a spoonacular score of 62%</b>. This score is good. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/olive-garden-pasta-e-fagioli-1347881"">Olive Garden Pastan e Fagioli</a>, <a href=""https://spoonacular.com/recipes/olive-garden-pasta-e-fagioli-1228645"">Olive Garden Pastan e Fagioli</a>, and <a href=""https://spoonacular.com/recipes/olive-garden-pasta-e-fagioli-990430"">Olive Garden Pastan e Fagioli</a>."	98	Spoonacular
"Chicken Piccata With Angel Hair Pasta. Chicken Piccata With Angel Hair Pasta takes roughly <b>45 minutes</b> from beginning to end. One portion of this dish contains approximately <b>40g of protein</b>, <b>32g of fat</b>, and a total of <b>816 calories</b>. For <b>$3.17 per serving</b>, this recipe <b>covers 34%</b> of your daily requirements of vitamins and minerals. This recipe serves 2. 60 people found this recipe to be yummy and satisfying. A few people really liked this main course. It is brought to you by Foodista. Head to the store and pick up all purpose flour, butter, lemon zest, and a few other things to make it today. Overall, this recipe earns an <b>excellent spoonacular score of 91%</b>. Similar recipes are <a href=""https://spoonacular.com/recipes/chicken-piccata-with-angel-hair-pasta-and-asparagus-1000546"">chicken piccata with angel hair pastan and asparagus</a>, <a href=""https://spoonacular.com/recipes/scallop-piccata-on-angel-hair-696769"">Scallop Piccatan on Angel Hair</a>, and <a href=""https://spoonacular.com/recipes/angel-hair-pasta-with-chicken-398894"">Angel Hair Pasta with Chicken</a>."	99	Spoonacular
"Chorizo, Bacon, Mushroom and Pea Pasta. The recipe Chorizo, Bacon, Mushroom and Pea Pasta can be made <b>in around 45 minutes</b>. One portion of this dish contains roughly <b>27g of protein</b>, <b>33g of fat</b>, and a total of <b>666 calories</b>. For <b>$2.21 per serving</b>, this recipe <b>covers 19%</b> of your daily requirements of vitamins and minerals. This recipe serves 6. A mixture of pasta, chorizo links, peas, and a handful of other ingredients are all it takes to make this recipe so scrumptious. It is a good option if you're following a <b>dairy free</b> diet. 1 person has tried and liked this recipe. It works well as a main course. It is brought to you by Foodista. All things considered, we decided this recipe <b>deserves a spoonacular score of 44%</b>. This score is pretty good. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/pasta-with-creamy-mushroom-pea-sauce-696110"">Pasta with Creamy Mushroom-Pea Sauce</a>, <a href=""https://spoonacular.com/recipes/pea-bacon-pasta-1049891"">Pea & Bacon Pasta</a>, and <a href=""https://spoonacular.com/recipes/two-pea-pasta-with-bacon-breadcrumbs-706693"">Two-Pea Pasta with Bacon Breadcrumbs</a>."	100	Spoonacular
